review,Reviewer_Score,sentiment,review_length,clean_review
 the location was very good Concierge was very knowledgeable and helpful The property itself needed maintenance wallpaper was coming off the walls at many places Didn t seem like a Taj property at all  we have gold membership however forgot to carry the physical card we had our membership nmrbr but the staff said they couldn t honour it so didn t get points or any upgrades since we didn t have the physical card this was disappointing ,5.8,0,438,locat good concierg knowledg help properti need mainten wallpap come wall mani place seem like taj properti gold membership howev forgot carri physic card membership nmrbr staff said honour get point upgrad sinc physic card disappoint
 Super close to the Stazione Milano Centrale which means you can get a bus from Linate or a train for Malpensa The area around the train station has definitely improved since the last time I was there so it s pleasant to walk around The hotel rooms are spacious and I enjoyed the slippers bathrobes and cosmetics provided They also helped partially reimbursed me for a wrong reservation I made which I appreciate   The rooms are a bit dated You also need to have the TV on to have access to the wifi which is a bit bizarre The hotel is almost half an hour walk from Duomo but super close to the central station and metro ,7.5,1,621,super close stazion milano central mean get bu linat train malpensa area around train station definit improv sinc last time pleasant walk around hotel room spaciou enjoy slipper bathrob cosmet provid also help partial reimburs wrong reserv made appreci room bit date also need tv access wifi bit bizarr hotel almost half hour walk duomo super close central station metro
 Everything about this hotel was first class It definitely ticked all the boxes  Nothing,10.0,1,88,everyth hotel first class definit tick box noth
 The hotel location was perfect The room was big perfectly clean very agreable and confortable In general de hotel is just perfect I also liked that the hotel looks new and clean and it was not very big   Nothing to say ,9.6,1,220,hotel locat perfect room big perfectli clean agreabl confort gener de hotel perfect also like hotel look new clean big noth say
 The Location is excellent The staff was really friendly They even gave us our room at 1030 in the morning as against 2 in the afternoon Good cleanliness Good wifi connectivity Low on noise   It didn t have a gym or even a fitness room The bfast could have been a little more elaborate tho it was certainly not bad The carpets in the lobby desperately need changing They are coming frayed at the edges ,8.3,1,402,locat excel staff realli friendli even gave us room morn afternoon good cleanli good wifi connect low nois gym even fit room bfast could littl elabor tho certainli bad carpet lobbi desper need chang come fray edg
 Great location opposite Kings X No Negative,10.0,1,44,great locat opposit king x neg
 Excellent Room size  Buzzing noise on and off all night,10.0,1,56,excel room size buzz nois night
 Staff very welcoming friendly attentive and informative Good location Very restful decor bed was soooooo comfy good soundproofing beautiful bathroom actually had bath with great shower over Well equipped with lots of lovely extras which users of sleep and go no frills budget hotels i e us really loved   Didn t have it but thought breakfast was overpriced ,9.2,1,358,staff welcom friendli attent inform good locat rest decor bed soooooo comfi good soundproof beauti bathroom actual bath great shower well equip lot love extra user sleep go frill budget hotel e us realli love thought breakfast overpr
 Clean hotel Friendly staff  Breakfast could be better No bottle of water in the room,7.5,1,85,clean hotel friendli staff breakfast could better bottl water room
 The roof top terrace with swimmingpool the comfortable rooms on the executive floor  the bad WIFI connection,8.3,1,109,roof top terrac swimmingpool comfort room execut floor bad wifi connect
 Very friendly staff amazing room facilities swimming pool spa was out of this world very clean hotel would stay there again   The location there was nothing really close by But there was a taxi rank opposite the hotel and the metro was near ,9.6,1,242,friendli staff amaz room facil swim pool spa world clean hotel would stay locat noth realli close taxi rank opposit hotel metro near
 Bed was very comfortable slept well Room very quite considering location Easy to book in and I pre booked the parking space Will use again Highly recommended  Waiters English poor but not major issue just couldn t chat with,10.0,1,224,bed comfort slept well room quit consid locat easi book pre book park space use highli recommend waiter english poor major issu chat
 All  Nothing,10.0,1,13,noth
 Great staff especially Christopher and Nicholas at the reception very helpful Clean confortable room not huge but enough good bed nice bathroom an bath products Located in a nice area and easy metro and bus access Also good that we had a safe in the room Would definitely return   A bit chilly in the room Also no heating in the bathroom and low shower pressure Breakfast not the best But these were all minor issues the rest was perfect ,9.6,1,439,great staff especi christoph nichola recept help clean confort room huge enough good bed nice bathroom bath product locat nice area easi metro bu access also good safe room would definit return bit chilli room also heat bathroom low shower pressur breakfast best minor issu rest perfect
